sala,prayer,0.22772727272727278
ubini,forgery,0.30500000000000005
theluji,snow,0.22318181818181826
iktisadi,economy,0.13227272727272732
yamini,oath,0.27772727272727277
mshoni,tailor,0.29136363636363644
tumbili,monkey,0.22318181818181826
fumbo,mystery,0.26409090909090915
ziwa,lake,0.23681818181818187
mbwa,dog,0.05500000000000005
nyanya,tomato,0.18681818181818188
rafiki,friend,0.22772727272727278
pafu,lung,0.24590909090909097
paji,forehead,0.2686363636363637
mfupa,bone,0.27318181818181825
jani,leaf,0.25500000000000006
jibini,cheese,0.27772727272727277
hadithi,story,0.28681818181818186
sumu,poison,0.18681818181818188
nanga,anchor,0.2686363636363637
yai,egg,0.14136363636363647
rushwa,bribe,0.27772727272727277
lawama,blame,0.28681818181818186
rembo,ornament,0.2140909090909091
pipa,barrel,0.21863636363636368
farasi,horse,0.2095454545454546
ladha,flavor,0.29590909090909095
bandari,harbor,0.2686363636363637
roho,soul,0.19590909090909098
wingu,cloud,0.11409090909090913
nira,yoke,0.2595454545454546
adui,enemy,0.24590909090909097
wakili,agent,0.2595454545454546
sahani,plate,0.27318181818181825
talaka,divorce,0.27772727272727277
dalasini,cinnamon,0.2686363636363637
kaa,crab,0.20500000000000007
ambo,glue,0.2686363636363637
lozi,almond,0.2595454545454546
kasuku,parrot,0.27772727272727277
kamba,rope,0.28681818181818186
dafina,treasure,0.24590909090909097
duara,wheel,0.27318181818181825
punda,donkey,0.23681818181818187
goti,knee,0.14136363636363647
hariri,silk,0.2140909090909091
maiti,corpse,0.20500000000000007
zabibu,grapes,0.2686363636363637
ndoo,bucket,0.18681818181818188
bustani,garden,0.24590909090909097
pamba,cotton,0.24590909090909097
samadi,manure,0.24590909090909097
gutu,stump,0.28681818181818186
utenzi,poem,0.27318181818181825
yatima,orphan,0.2595454545454546
usingizi,sleep,0.23681818181818187
bahasha,envelope,0.26409090909090915
hamira,yeast,0.26409090909090915
adha,trouble,0.27772727272727277
buu,maggot,0.18681818181818188
adhama,honor,0.24590909090909097
desturi,custom,0.27318181818181825
leso,scarf,0.2095454545454546
jeraha,wound,0.2686363636363637
godoro,mattress,0.16409090909090918
wasaa,leisure,0.22318181818181826
chura,frog,0.2595454545454546
zeituni,olives,0.2413636363636364
mashua,boat,0.23681818181818187
chakula,food,0.2004545454545455
sanda,shroud,0.27318181818181825
malkia,queen,0.2140909090909091
kaputula,shorts,0.23681818181818187
chimbo,quarry,0.28681818181818186
chaza,oyster,0.26409090909090915
joko,kiln,0.27318181818181825
nabii,prophet,0.24590909090909097
elimu,science,0.2413636363636364
nafaka,corn,0.28681818181818186
handaki,trench,0.27318181818181825
tabibu,doctor,0.1822727272727273
chama,society,0.25500000000000006
vumbi,dust,0.26409090909090915
pombe,beer,0.1595454545454546
lango,gate,0.2686363636363637
pazia,curtain,0.22318181818181826
zulia,carpet,0.2140909090909091
baharia,sailor,0.25500000000000006
fagio,broom,0.17772727272727273
tajiri,merchant,0.27772727272727277
inda,spite,0.2686363636363637
ruba,leech,0.29136363636363644
kaburi,grave,0.22772727272727278
fununu,rumor,0.22318181818181826
vuke,steam,0.22318181818181826
gharika,flood,0.28681818181818186
lulu,pearl,0.07318181818181824
fahali,bull,0.29136363636363644
embe,mango,0.24590909090909097
ankra,invoice,0.28681818181818186
